theta1_deg,theta2_deg,theta3_deg,r1_m,r2_m,phi1_deg,phi2_deg,rho,h_star_m,obj_star
-4.4832,20.8267,53.7332,53.464,48.3984,-1.8247,-6.7986,0.7852,83.333,0.3066889542746606
-47.5802,-13.2033,33.0755,177.7925,59.8734,-24.7572,26.3599,0.2195,138.889,0.22222032578542814
-49.3988,11.243,64.4352,170.1091,134.9655,24.4045,76.7259,0.17,150.0,0.16083960155210597
-45.0489,30.0489,59.6849,185.3873,118.4907,-37.1574,62.6493,0.439,161.111,0.25888245988503505
8.3966,24.2421,55.491,125.9341,156.6706,45.3317,55.01,0.8863,138.889,0.3792189880771961
-60.8774,-21.3577,54.0112,149.6049,160.2952,47.8891,47.0959,0.5977,161.111,0.3260807677676972
-29.266,4.0414,63.8958,30.2908,121.4743,47.2585,37.5555,0.5797,105.556,0.4719011413900975
-40.3944,36.5871,58.317,182.0808,138.0318,25.3954,47.3229,0.1836,172.222,0.12739382767052765
-0.5667,36.0869,59.3394,130.8953,81.9567,25.5243,-19.2895,0.2696,116.667,0.18228167119569025
-26.0434,27.5007,55.119,74.4835,176.0032,13.1405,-52.6756,0.8071,150.0,0.43639687052560505
-69.1336,-49.972,-2.4677,86.7578,56.4746,-57.5964,21.3245,0.7018,72.222,0.455595750171395
-50.8715,19.0363,64.8426,134.657,164.8587,-84.4643,75.8853,0.5036,150.0,0.4180121211850377
-41.174,24.4062,41.8552,56.3004,88.8316,45.875,-71.6083,0.3973,83.333,0.30134605983665885
-68.7418,-30.1397,46.9827,73.4191,115.8807,-6.8626,-10.7689,0.101,94.444,0.06769384968192782
-28.6035,7.0194,53.7822,159.6443,187.2043,27.1017,21.4926,0.1819,183.333,0.09523682207810084
-25.7052,14.7689,69.0838,121.0197,133.5272,-56.6543,83.1965,0.1901,127.778,0.20458887221817063
-25.1907,2.2267,50.296,69.5266,152.3045,61.4528,-65.4835,0.6075,127.778,0.4286282377942895
-58.8994,-5.8547,57.8547,140.6381,142.0211,-26.0892,20.6969,0.639,150.0,0.3879109998179925
-50.2689,-11.6016,45.3373,148.4049,162.6778,53.7867,63.8994,0.5081,161.111,0.3107417750735711
-47.9944,-0.7026,28.9758,194.0234,173.3104,32.3612,-51.6659,0.2748,183.333,0.10932486859469344
-49.9513,51.341,68.8679,166.4534,118.4553,-76.5013,31.8624,0.623,150.0,0.5477041466317625
-22.2768,16.5912,50.9175,131.31,183.2375,7.7533,26.5834,0.7018,172.222,0.3273346710116276
-26.2854,4.5244,61.1089,102.4755,84.745,48.5176,36.8352,0.1017,94.444,0.07295617665703487
-26.5982,18.0613,42.2368,140.7397,160.6781,22.8847,-12.2101,0.7828,161.111,0.30790928864801564
-51.2465,-33.9621,23.3368,48.1221,166.9579,39.2227,-32.6988,0.1191,116.667,0.2062250430638562
-34.9751,10.8465,65.6664,60.9969,83.0391,16.6951,82.6046,0.3428,83.333,0.27843431593355217
-15.8285,15.604,38.6346,70.5422,113.6859,22.0501,35.1099,0.2652,94.444,0.09649469873489616
-21.6375,4.7612,63.3219,141.777,92.0751,5.1252,-56.5425,0.5263,105.556,0.301622853112608
-28.7433,25.9727,45.481,38.9826,145.6541,58.1345,70.2993,0.6317,50.0,0.4838530582828653
-27.1085,-11.4894,23.2429,42.4583,137.2207,30.9233,65.1823,0.6732,50.0,0.3955308773936139
-18.5152,40.4837,57.5332,176.0494,89.5481,-34.565,43.6958,0.1114,150.0,0.08226785188121585
-45.0738,11.4092,51.3714,91.0868,197.1147,35.5682,10.3198,0.735,150.0,0.4011992768194252
-41.6438,25.4352,65.0526,31.4323,110.3623,-63.7457,-43.3776,0.2422,83.333,0.36644887294370554
-69.1472,-21.6216,19.6011,47.2861,37.3395,77.2873,32.9321,0.6436,50.0,0.46788125455277496
-58.8632,-18.2573,54.5768,107.4623,39.9765,6.9337,-61.8845,0.6294,83.333,0.41963574062807235
8.7076,30.1512,57.4987,55.6836,44.6678,51.3075,-43.6076,0.8964,50.0,0.3755987442409974
-45.6198,9.6219,47.7781,146.3949,150.5828,-31.7336,74.4726,0.8543,150.0,0.45090225648943216
-68.8608,12.5732,32.716,68.0424,74.0795,13.8814,40.0018,0.6846,83.333,0.3680224272982336
-53.2654,38.6898,58.4838,191.786,131.4923,71.4466,-4.8431,0.6134,172.222,0.43805693930364775
-40.2262,-5.6391,11.6446,117.3954,85.932,-48.3203,21.1838,0.2727,105.556,0.13475706200643006
-7.3216,9.8288,42.5096,118.4929,112.4272,49.4388,-18.3428,0.3267,116.667,0.16117122961617486
-14.8195,1.7708,30.9491,172.2859,81.1629,73.8543,60.1551,0.4115,150.0,0.36143801920514335
4.0701,32.6677,60.5351,67.5397,126.429,-42.6877,-19.1237,0.3755,105.556,0.2721136471273059
-64.4225,-44.8259,66.4979,99.9528,141.4319,-82.2909,34.4224,0.8643,127.778,0.6707909021129081
-8.4715,24.9076,64.9273,88.8932,142.1273,20.0505,61.2406,0.2551,127.778,0.13996068308955598
-34.5393,12.0089,32.6088,108.3561,100.1447,-45.7464,4.8688,0.5745,105.556,0.25531108468315494
-41.1473,-22.3834,45.8703,90.0245,142.1986,-34.8065,-27.3207,0.7114,116.667,0.32640525300736645
-56.3367,1.3543,45.8763,104.8377,75.5242,-10.3581,83.9585,0.4449,94.444,0.39679359482807425
-56.559,-19.7908,59.1729,115.5081,85.7245,74.9558,79.0903,0.5593,105.556,0.4741327025899108
2.7448,20.1551,39.8974,78.0991,199.2334,31.5376,50.357,0.1494,161.111,0.16152785494505567
-54.4699,-32.2385,10.0335,39.2556,38.4754,30.4745,-73.8052,0.4653,50.0,0.34431362417053935
-64.9731,-44.1377,10.4754,102.0816,105.8231,29.5675,72.4537,0.8387,105.556,0.5400515698610716
-54.2141,-1.1359,65.2066,183.3149,77.4573,26.5645,-53.891,0.6929,150.0,0.46160691291638023
-48.2062,-11.232,34.6218,49.9286,54.8562,75.8728,6.8254,0.3803,50.0,0.2840959758941298
-9.0837,24.4053,49.2692,48.0484,178.1595,-38.0987,-20.446,0.5422,161.111,0.42971171469388203
-42.2812,28.2064,66.26,35.675,125.9505,-59.8024,-84.417,0.2445,105.556,0.4907673377604971
-65.1586,-20.2385,-1.3071,159.6394,177.5872,-80.0621,59.7296,0.4851,172.222,0.3975875899733303
-14.203,27.3754,52.8145,198.091,97.2477,-41.8163,39.8563,0.626,172.222,0.39062008800303377
-42.993,23.0163,44.1863,86.4077,98.0939,30.5656,23.0516,0.1401,72.222,0.06740932000776091
-3.4198,18.3825,44.4844,111.2824,146.5582,69.4869,-69.0812,0.825,138.889,0.3882495950914622
-33.8653,10.6263,34.3925,121.1095,127.4709,-72.1099,-78.0432,0.4385,127.778,0.31468550093902403
8.6932,32.2202,65.9812,152.94,117.9085,-4.3869,19.2186,0.5214,138.889,0.328008110625775
-58.8072,-25.0133,7.4194,73.4583,155.1987,11.8557,-63.8446,0.1805,138.889,0.10521379322239999
-21.7371,12.6921,38.0966,32.4773,58.6815,-65.0859,-4.5918,0.7805,50.0,0.3524617758385807
-46.1602,-30.3604,47.8686,84.0144,197.7768,-3.8827,-34.8477,0.7408,161.111,0.4395659650929372
-48.6695,16.2109,44.0646,181.8032,36.114,-13.4741,-63.2944,0.1186,127.778,0.37422890266429837
31.0496,49.7636,67.8791,123.6089,86.4162,-38.8428,-71.4797,0.1789,105.556,0.19999735244256436
-48.5123,10.1514,43.5463,124.1403,123.0901,65.3805,77.121,0.7534,127.778,0.453107558313115
-22.9713,9.856,26.1234,52.2146,157.2613,-84.3458,-72.4113,0.4232,138.889,0.47441953512544877
-6.4922,26.5399,46.3917,146.6273,199.9137,73.5442,24.8748,0.3688,161.111,0.2810452266666515
-54.4782,-37.1837,4.0214,102.8544,138.7859,-27.8335,39.4872,0.6344,127.778,0.3591327408085185
-52.0814,10.7946,61.4519,78.6986,193.962,-69.4249,65.7915,0.4327,161.111,0.46734348606815856
-26.9124,-10.6564,32.6425,48.14,66.327,44.9304,-50.0801,0.7548,55.556,0.35829649559097143
6.2274,25.1585,41.6944,120.6866,166.1474,38.1986,-43.7238,0.6881,161.111,0.3173428591078048
-11.4561,33.2904,51.8769,79.4978,122.2202,46.0906,66.9743,0.75,105.556,0.4121126815187005
-57.0174,-1.2343,27.7047,152.4869,39.8503,-46.194,-61.1748,0.6333,127.778,0.43617561813778105
-45.031,16.5314,68.8792,77.8935,170.4542,55.9326,-71.8761,0.4326,138.889,0.494920741668869
-20.0108,48.2316,68.2495,36.5549,36.7019,-6.2213,-44.5357,0.492,50.0,0.34456652542552646
-33.2406,17.1761,60.8622,90.2365,126.097,-10.873,-77.3872,0.3177,116.667,0.31106894515652134
-9.5771,8.1977,66.7937,160.6259,84.9727,-12.8869,-3.4137,0.5603,116.667,0.29224023578468894
-55.6993,16.2848,53.7463,197.5791,82.7475,-72.3726,35.5503,0.2255,172.222,0.32055287736929794
-41.2778,-2.8692,17.4483,187.3851,38.1648,-62.7113,-12.2513,0.8808,50.0,0.35555528527630775
22.1591,41.2269,64.0644,129.3193,133.1542,52.2905,57.4802,0.4465,138.889,0.2802569596265978
-52.8808,-2.0815,40.7807,124.5794,53.5614,-43.2721,-3.5806,0.114,105.556,0.06420197909876695
-54.9483,32.8621,62.3345,62.0363,189.9813,-26.2813,5.8957,0.7501,172.222,0.514793924851151
-49.4038,-26.151,65.1788,116.7764,33.5837,-2.9291,-45.2221,0.1023,83.333,0.1250711214947386
-31.7501,-9.9063,66.5246,194.2971,94.4163,-20.2876,13.7513,0.3076,161.111,0.24300730322470407
-55.8946,12.0368,49.8108,34.2678,143.6745,-83.9596,-64.7521,0.3035,127.778,0.4907290483804371
-59.0687,-37.9778,-20.5229,197.9087,46.479,68.2346,-6.0789,0.6966,50.0,0.5549066272196049
-44.9369,16.6171,69.8758,197.7872,94.9382,-5.258,-39.6401,0.5001,161.111,0.3389528999719808
-52.1306,17.092,68.4927,89.4966,142.9426,58.4554,21.9628,0.8061,116.667,0.47583402995906043
-57.3844,24.0069,66.2909,183.1645,83.8141,21.5303,-32.964,0.8937,138.889,0.5795511701162596
-64.3396,0.1848,52.6112,165.2798,198.4799,-42.1777,-62.3885,0.1466,194.444,0.10876199475978511
-37.1992,-11.0819,7.5201,76.6927,138.8289,-24.9946,-65.7233,0.6274,116.667,0.3916668914416712
-45.5756,-29.747,45.3973,48.2145,191.2419,42.1993,75.975,0.3896,55.556,0.493418448532164
-9.3315,29.8989,54.4107,119.1629,112.1492,-37.736,73.0376,0.8464,116.667,0.40609597409342707
-26.1231,-8.5427,10.7002,45.0802,157.719,58.5292,26.6949,0.7034,150.0,0.3809439751139443
-66.0719,-22.4579,25.8712,117.262,177.8018,-27.8708,61.0966,0.8322,161.111,0.48674818260210473
-66.516,-47.506,-5.8655,104.5865,181.6986,-26.3754,-69.6832,0.2098,161.111,0.1939603171351359
-64.8378,-30.7545,49.3892,76.8842,118.9243,62.1137,26.0872,0.598,105.556,0.42993076846179956
-41.8869,10.5646,46.4179,98.9006,99.4842,43.2258,-42.7596,0.6652,127.778,0.27583106610972696
-28.6204,22.6655,40.6591,189.7921,81.669,78.1638,-5.6961,0.6175,150.0,0.44110259428687704
27.2735,42.8405,58.0886,87.5299,135.9045,-73.9332,-72.8952,0.2097,116.667,0.23812804384500147
-47.8732,-20.4499,8.428,191.6357,50.8674,-33.4835,9.3689,0.1636,150.0,0.21966979485319427
-66.2876,-10.1426,21.6236,145.0791,107.1026,-74.9169,36.7407,0.8156,127.778,0.4902226569246733
-40.5324,-0.4378,41.363,72.0654,130.1372,54.2147,-32.3849,0.6664,105.556,0.349699275662253
31.7173,48.1877,65.7676,30.3816,153.8413,-26.1087,40.5031,0.6857,127.778,0.5514240663618033
-37.7429,8.2374,29.357,41.7755,183.7282,49.1315,-53.705,0.5653,50.0,0.45992102933868406
-64.0842,-42.2507,0.0829,193.992,58.1087,22.9855,59.3801,0.5319,172.222,0.514547428033313
-15.0713,3.2313,37.4243,70.1884,47.9792,71.676,28.6602,0.2504,61.111,0.19536546938744798
-62.7642,38.713,68.8566,180.4825,72.7615,0.9934,36.2605,0.4484,150.0,0.37777992212075845
-56.5537,-38.7904,15.3103,125.7537,168.2997,-33.9505,0.5022,0.7888,161.111,0.4098485530729659
-13.8738,19.7872,51.4748,189.6178,55.8165,72.7792,0.2434,0.1963,150.0,0.36746977590197494
-14.0348,38.1718,63.7168,146.8696,54.6278,-21.6853,-45.4455,0.2902,105.556,0.3028688830363266
-61.227,-29.3981,-10.5686,53.6133,197.2637,-47.3093,-34.9322,0.1906,138.889,0.3195005255426855
-29.7339,-9.441,21.6267,132.4738,61.7295,77.0221,-11.3863,0.6961,116.667,0.3186278984373254
-68.0374,23.1093,69.5531,50.6014,74.4319,52.103,-1.335,0.826,61.111,0.6159055394570288
-61.8119,-42.7181,-15.3343,71.3223,135.3991,-9.5285,-66.6637,0.2613,116.667,0.1863168908066296
-51.9177,-36.1786,43.6436,98.4006,105.6301,8.671,-79.0153,0.4098,105.556,0.3581263850406301
-51.9545,7.2178,44.1912,107.6695,40.3227,78.0794,-16.2296,0.4207,83.333,0.4552347948437637
-68.4976,-43.2231,4.8311,105.63,115.9615,-17.8525,-13.8655,0.1975,116.667,0.12567461018384476
-49.3467,-20.5103,59.9801,68.8474,50.2721,29.926,-44.3749,0.2516,61.111,0.14753087145760715
-61.8001,10.9249,64.1608,60.8466,51.9138,-26.3243,-67.675,0.785,55.556,0.5373848057639123
-32.5016,20.9896,36.2838,147.0802,30.5239,-32.1749,30.3932,0.4499,105.556,0.3039850392243258
-50.1649,-4.9945,27.3556,88.9447,33.7822,-20.4715,10.3944,0.3971,72.222,0.2987928379087116
-66.5921,21.1903,55.0652,131.5714,180.3229,-23.9973,7.7449,0.4147,161.111,0.3053513074961327
-17.0384,25.4517,66.1097,128.4878,48.5186,13.9524,-47.6708,0.1518,94.444,0.19423039363382594
-17.7905,43.8033,65.3056,96.2677,66.1229,-79.7503,-10.6824,0.7653,83.333,0.5196462954890984
-30.3502,-5.9023,32.5873,85.2124,43.6791,44.6027,58.0587,0.8785,72.222,0.3497886142660386
-65.6953,-38.4472,6.3966,104.3271,65.7578,-4.2574,21.4776,0.4047,94.444,0.29486307353205005
-48.4052,-32.3081,47.9508,99.257,173.5202,-22.1044,30.7037,0.8938,150.0,0.5138019919061418
-33.6858,4.4501,56.326,39.9453,179.4843,1.5056,-60.1488,0.3991,150.0,0.3978536838518888
-56.0792,-26.9131,66.3356,94.2208,43.6716,-8.247,-6.3876,0.7989,72.222,0.5202315764154232
-42.7907,-1.0292,50.6091,55.642,112.6408,-19.3469,26.1069,0.3229,94.444,0.2292119287000283
-55.0625,6.1346,39.032,85.4053,136.3065,-14.3279,15.2038,0.449,116.667,0.25853511499692255
-57.9578,37.5691,60.8085,94.942,141.7703,35.5923,-14.1842,0.7113,138.889,0.44121088150504467
-24.16,1.11,46.5024,126.2659,33.3153,73.0453,73.3138,0.5372,116.667,0.5015161477471516
-52.5954,-23.6586,-6.5882,160.0325,190.0717,-83.1792,44.6774,0.434,183.333,0.35427899514527644
-56.807,-10.2945,45.375,85.2396,110.9507,51.0337,6.9703,0.6438,105.556,0.33759754698599936
16.9012,44.1374,67.2064,122.3808,114.4398,-48.8584,-53.5614,0.1957,116.667,0.1356506730979215
-34.7068,2.7059,34.5743,176.2993,73.9224,46.5728,-60.8987,0.389,150.0,0.3613475464257089
-40.9775,30.8053,47.1896,174.0031,134.8842,5.577,-77.8037,0.5354,161.111,0.387520789696301
-19.8918,-4.6987,18.778,128.9655,79.1154,-60.335,17.7656,0.4957,127.778,0.21998599681886163
-34.8393,-4.1161,57.1638,177.1924,100.1333,-52.9496,15.209,0.7201,150.0,0.4141950172853397
-61.042,-34.4365,10.8768,108.4584,39.0702,60.8234,-46.5285,0.7329,94.444,0.4920153576269206
-40.1148,30.5155,46.1979,93.6074,157.1455,-35.4655,17.6175,0.1967,138.889,0.12079368468644527
-63.9852,22.3503,45.2976,187.3158,90.2303,55.6621,-47.9005,0.2053,150.0,0.20950988366556217
-65.2103,-21.0029,51.5848,86.6923,122.2443,6.9424,-77.3647,0.4664,116.667,0.3635776022048045
-62.174,-38.2548,9.6607,140.8297,99.2525,52.1305,-80.3074,0.5935,127.778,0.4382745302481536
-40.2363,-17.9243,11.0728,139.5362,84.5879,-17.9163,-65.5025,0.7505,105.556,0.3207461893529073
-62.9002,-37.0455,-7.5505,123.0353,155.3351,-74.0666,-22.6185,0.6996,150.0,0.4575844624685764
-19.1214,40.9901,66.4951,65.9185,164.9242,60.2233,-49.6815,0.314,127.778,0.33073629281878586
-65.8348,-9.8794,45.5467,104.9673,189.6267,-68.2103,-24.2824,0.41,161.111,0.33402147939866345
-63.1853,-35.6413,32.4353,44.1933,92.7103,-70.8637,22.6759,0.542,72.222,0.39186507570920825
-55.4942,-13.278,41.4783,117.8306,103.9229,-33.081,12.9655,0.1616,116.667,0.10216448958553616
21.9981,44.5236,69.3725,51.158,188.6821,62.0873,-0.6595,0.2004,138.889,0.36264594693881613
-46.3874,7.5803,51.1037,48.2185,113.6854,4.4209,-26.8664,0.4989,94.444,0.30049973340992414
-26.0115,0.9565,29.3651,55.4181,133.8721,74.6069,-1.9642,0.6257,94.444,0.35684342015781656
-48.8111,-8.9682,10.367,119.1501,142.941,7.3815,40.523,0.4925,150.0,0.21152553864532503
-67.2175,24.4769,60.1294,116.1058,109.0706,-21.4908,-53.2827,0.7439,116.667,0.5278785058157778
-8.8103,19.2685,57.748,166.0026,187.6508,83.4229,-68.8612,0.6529,183.333,0.47784503480516666
-58.8313,-1.8033,19.895,171.7187,98.9383,-11.2283,-47.682,0.5988,150.0,0.32678394126016574
-30.357,-15.2357,68.1959,178.2243,181.5174,-31.1301,-74.5621,0.7409,183.333,0.4799335814204122
-49.9346,-13.3273,25.024,64.4723,192.4994,-15.197,70.0024,0.3287,161.111,0.30655789640726855
8.7923,23.8521,56.2611,65.1361,64.8582,84.8465,-1.6667,0.7228,61.111,0.4424668789344989
-7.3042,9.1303,42.3952,115.803,68.8371,-43.1231,74.1557,0.1508,94.444,0.18413482211730248
-41.9162,6.4232,37.1242,59.3838,33.0052,45.2885,40.6529,0.3992,61.111,0.17692718355301493
-63.0724,16.8949,66.4464,39.7591,90.8787,-55.8762,-22.2289,0.7866,72.222,0.5671708546030394
-12.895,4.0515,37.0794,142.4064,184.5622,-66.9334,39.7188,0.3592,161.111,0.21783954725629678
-65.3362,-42.6787,49.5535,93.0537,134.3009,61.9352,-14.0036,0.5878,116.667,0.4533699743713715
-66.9522,-29.7982,1.2457,97.2473,152.6127,-27.4415,-3.0395,0.2513,138.889,0.12686118746580644
-62.9436,-6.6021,26.0407,41.7269,57.1952,83.1461,-43.9921,0.8313,50.0,0.4849060461169
-52.7318,-19.8218,59.7351,36.4923,51.2159,-32.583,-43.1672,0.2763,50.0,0.1862743716801487
-61.1652,-21.5655,45.009,115.5865,137.9161,25.1869,45.4306,0.6861,127.778,0.4059122128195361
-32.0469,10.1584,27.7332,124.9033,78.224,-1.1987,-75.3438,0.7199,116.667,0.4057196077981161
-50.1027,24.0729,62.5331,192.1559,182.7814,-65.7837,77.2465,0.5192,194.444,0.45694970161043363
-43.1311,-13.6749,13.4108,192.9479,152.4143,54.0013,-79.3404,0.5192,183.333,0.39073723129339766
-37.9876,34.2796,62.2125,41.8705,144.074,-34.907,-82.7942,0.7301,61.111,0.518935908563311
-59.5607,1.7873,47.8759,191.8408,131.0141,-0.185,23.1573,0.481,150.0,0.26036745419301044
-42.8742,-3.3912,18.4694,87.6079,113.3193,72.0735,73.4827,0.4137,105.556,0.2986278119833259
-28.6148,2.8551,50.3512,110.7089,186.6029,45.2988,-49.2081,0.1504,172.222,0.10113640422880228
-33.5766,40.7923,57.8287,60.821,180.2382,-23.8557,-16.4379,0.622,150.0,0.4699320261432628
-68.8789,9.5576,50.4801,142.5736,60.9045,-65.0801,-77.8914,0.3275,105.556,0.3400928304423623
-42.0637,26.4863,55.5373,82.4187,149.5586,19.221,-84.4867,0.8842,105.556,0.47069017087750004
-20.6825,48.1716,65.3919,91.8425,84.1657,-10.7009,-49.3974,0.2926,83.333,0.20709510699171205
-37.3687,-19.2841,59.7152,163.1424,81.5784,14.1124,-63.1699,0.6297,138.889,0.4629321126372505
-50.9312,-25.4089,56.0216,77.5675,42.38,-1.7974,-75.1186,0.4105,61.111,0.4108023185652272
-23.9504,-5.453,11.1097,125.0783,180.2146,7.0521,-26.5846,0.7168,150.0,0.21338015073007727
-26.712,31.2104,60.5299,34.5115,61.1738,15.7001,37.4811,0.4215,50.0,0.23473375267357247
-10.4308,11.0134,28.0902,171.6978,82.0448,-51.8931,-26.6449,0.7063,150.0,0.34842303353635606
-49.2204,-11.7019,26.0635,42.8412,92.4118,39.8201,-0.761,0.842,83.333,0.4068373418180127
4.1418,29.7843,57.0595,171.1643,166.4671,29.2294,67.8776,0.8698,138.889,0.3748557412981259
-63.2713,-24.8174,50.2764,45.1564,136.3515,74.0118,64.1603,0.6308,127.778,0.581116964290747
-0.4942,30.3671,69.6934,95.1621,144.6143,-64.78,10.3804,0.6349,127.778,0.45966250828546995
-61.452,-34.8462,-8.0907,168.178,173.2431,12.4109,22.7799,0.4611,172.222,0.27414951938105864
-33.342,13.4275,46.8586,173.7036,90.405,-41.2935,-58.2538,0.7352,150.0,0.4125689561244638
-18.5638,3.2985,24.2943,142.8624,87.5921,-68.723,32.3594,0.189,127.778,0.14692771878232944
-46.5612,-14.941,55.9215,126.5413,54.3072,-35.7617,-71.0656,0.6018,105.556,0.49423989245180494
-35.1064,1.1418,66.6628,71.1992,193.1348,-45.473,75.8468,0.4522,161.111,0.4411098250898235
-55.2038,-20.7861,48.7237,182.8007,109.6202,36.1047,22.2823,0.6192,161.111,0.4090210532477795
-55.1678,-22.9602,66.2567,55.5407,118.7522,84.474,-18.0954,0.2209,83.333,0.2900541880300679
-64.6055,8.6349,43.3035,190.7932,115.3428,-33.2431,-61.4682,0.6672,172.222,0.42378457023266264
-66.8699,-48.6071,0.0457,46.8925,57.3195,-53.9306,53.7476,0.5393,55.556,0.35414569921771355
-25.7081,17.4246,35.3732,79.0399,112.8504,-19.4367,71.6614,0.3696,105.556,0.23953188074620838
-63.6718,2.1664,37.7227,186.4668,155.2975,-47.8132,10.3799,0.8063,183.333,0.4506554505471799
-65.2292,15.3078,63.2113,77.8205,196.0259,-83.3165,-81.7243,0.4139,172.222,0.5285029510634278
-48.551,-29.1369,-11.4293,61.2358,174.7568,84.2827,-81.5189,0.7172,161.111,0.5313451798932098
-1.7624,19.8632,45.073,88.3516,121.7268,35.798,-38.6364,0.2185,116.667,0.12322341567604898
-30.2862,4.028,23.1003,37.0771,127.6711,-72.0378,-9.9401,0.6736,127.778,0.39542194377050405
-65.3523,-16.5362,25.0707,84.7462,150.2221,-8.7262,16.7156,0.8792,127.778,0.457874008692965
-39.6121,-13.4535,25.6702,118.6207,162.8851,-14.9236,-62.8354,0.634,172.222,0.3003097115743336
2.3984,46.3479,64.5126,78.0558,143.1379,-73.2024,14.3817,0.325,116.667,0.36535814442098125
-63.0395,-30.723,-4.9969,187.2279,179.0894,-24.1504,11.6154,0.6536,194.444,0.33222622333543933
-56.0736,25.5473,44.0877,90.1093,72.1529,29.3228,22.3104,0.4905,94.444,0.2609168762901888
-69.122,-49.2568,-28.6842,88.3119,195.3923,0.8502,-63.0305,0.7926,161.111,0.5638276128412032
-12.8686,22.264,49.7884,119.0958,170.7137,-20.9168,51.2846,0.4995,138.889,0.20024924451126938
-68.7971,-44.5974,10.3113,112.9552,61.4542,-81.3488,3.4955,0.4885,94.444,0.40490253044864755
-63.554,-46.5414,-1.8155,198.7463,84.6151,-17.7736,6.3161,0.3724,161.111,0.30015062226856093
-46.7488,-14.8213,16.2074,177.8049,120.2256,-46.7335,57.9917,0.6223,150.0,0.3207860386488965
-43.4779,-23.149,33.6198,154.2328,123.5821,-6.2342,59.3804,0.2294,138.889,0.16296481679519295
-16.4538,10.9634,52.7618,113.9156,76.1633,-9.954,-28.9275,0.7968,94.444,0.3538782906023012
-33.6672,-2.2459,51.1708,124.7124,182.7088,-13.385,6.4718,0.7684,161.111,0.38015756557190156
-67.184,-51.9929,-18.8128,92.7049,184.662,72.2919,1.6061,0.4009,150.0,0.41914314788506496
-55.7157,1.6921,57.1389,70.4967,176.2281,45.3885,26.4546,0.2848,138.889,0.29155757549430794
-13.0367,2.4421,63.368,158.4573,81.2007,-42.4907,-2.3139,0.7674,138.889,0.409727788972515
-37.782,8.0537,57.9949,176.0794,42.7247,-64.7712,-76.6954,0.6081,172.222,0.5296034668979847
-55.775,-24.614,55.4008,100.7041,90.9203,34.5169,-5.3277,0.273,94.444,0.17605725937879188
-58.8642,29.7589,59.6078,44.4039,84.4508,38.9756,69.455,0.4045,72.222,0.3463157744570102
-47.8008,-21.1048,-1.7337,137.0072,34.7986,25.7527,47.736,0.681,127.778,0.3994297624462537
-66.3245,-48.1444,57.2378,34.948,102.5321,27.9629,17.4142,0.1044,72.222,0.13101283078824053
-34.2185,-14.5215,29.0545,169.0926,160.5432,16.0033,-20.6643,0.613,172.222,0.26813355518470183
-41.9996,27.305,43.6307,184.732,65.2743,12.7002,-32.7298,0.2931,138.889,0.3033008123752744
-55.0232,-10.0609,49.8617,189.1768,153.8474,-18.3207,6.4847,0.6311,183.333,0.34848233032857456
-16.9208,11.6723,58.3755,80.2834,98.1635,57.9155,74.2456,0.1103,105.556,0.08664756459556995
0.2184,41.5445,64.7923,82.8773,133.7114,83.5708,9.89,0.5925,116.667,0.45903651003264817
2.6053,46.6492,65.0928,157.1261,33.3093,-5.9647,-7.9357,0.5628,116.667,0.4898831199305112
